company_name,website,icp_score,score_breakdown,facility_location,city,state_region,country,lat,lon,facility_type,classification_basis,confidence,needs_verification,source_url,source_type,source_count,osint_corroboration,primary_source_tier,reclassification_note,confidence_boost_reason,source_tier_breakdown,osint_breakdown,date_collected
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Mont-Wright, Canada",Mont-Wright,Quebec,Canada,47.0134409,-71.337704,Mine and Extraction Site,Mining complex extracting iron ore; referenced in mineral reserves table as AMMC (ArcelorMittal Mining Canada).,ESTIMATED,True,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,none,6,,,"{'total': 6, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 4, 'max': 5, 'raw_length': 106, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '106 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'none', 'hit_count': 0, 'max_hit_score': 0, 'sample_urls': [], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Concord, Canada",Concord,Ontario,Canada,43.8003622,-79.4993876,Manufacturing Plant,Tailored Blanks facility producing customized steel blanks for automotive applications.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,6,,,"{'total': 6, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 4, 'max': 5, 'raw_length': 99, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '99 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 4, 'max_hit_score': 7, 'sample_urls': ['https://northamerica.arcelormittal.com/our-operations/arcelormittal-tailored-blanks/who-we-are/arcelormittal-tailored-blanks-concord', 'https://www.canada.ca/en/economic-development-southern-ontario/news/2023/05/government-of-canada-invests-in-leading-auto-parts-manufacturer-to-support-electric-vehicle-supply-chain.html', 'https://ero.ontario.ca/notice/019-6475', 'https://www.collisionrepairmag.com/technology/products/article/15731467/lightening-the-load-concord-ont-parts-plant-to-transition-to-ev-components-thanks-to-feddev-investment'], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Woodstock, Canada",Woodstock,Ontario,Canada,43.1301111,-80.7562977,Manufacturing Plant,Tailored Blanks facility producing customized steel blanks for automotive applications.; Tubular Products facility producing steel tubes and pipes.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,6,,,"{'total': 6, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 4, 'max': 5, 'raw_length': 96, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '96 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 8, 'max_hit_score': 6, 'sample_urls': ['https://canadasindustrialheartland.com/news-hidden/119-woodstock/202-woodstock-s-arcelormittal-tailored-blanks-receives-12-73-million-interest-free-loan-from-federal-government', 'https://northamerica.arcelormittal.com/amna-locations', 'https://www.canadianmanufacturing.com/manufacturing/arcelormittal-tailored-blanks-gets-12-7m-infusion-from-feddev-ontario-177093/', 'https://www.mapquest.com/ca/ontario/arcelormittal-dofasco-359417956', 'https://canadasindustrialheartland.com/business-directory/woodstock/1130-arcelormittal-woodstock'], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Brampton, Canada",Brampton,Ontario,Canada,43.685832,-79.7599366,Manufacturing Plant,Tubular Products facility producing steel tubes and pipes.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,5,,,"{'total': 5, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 3, 'max': 5, 'raw_length': 87, 'components': [{'name': 'Length', 'points': 0, 'max': 2, 'detail': '87 chars (short)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 1, 'max_hit_score': 6, 'sample_urls': ['https://northamerica.arcelormittal.com/amna-locations'], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Hamilton, Canada",Hamilton,Ontario,Canada,43.2560802,-79.8728583,Manufacturing Plant,Dofasco integrated steel plant and Tubular Products facility producing flat and tubular steel products.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,6,,,"{'total': 6, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 4, 'max': 5, 'raw_length': 90, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '90 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 8, 'max_hit_score': 6, 'sample_urls': ['https://northamerica.arcelormittal.com/our-operations/arcelormittal-dofasco', 'https://en.wikipedia.org/wiki/ArcelorMittal', 'https://ca.linkedin.com/company/arcelormittal-dofasco', 'https://www.gem.wiki/ArcelorMittal_Dofasco_steel_plant', 'https://corporate.arcelormittal.com/media/press-releases/arcelormittal-breaks-ground-on-first-transformational-low-carbon-emissions-steelmaking-project'], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","London, Canada",London,Ontario,Canada,42.9836747,-81.2496068,Manufacturing Plant,Tubular Products facility producing steel tubes and pipes.,LOW,True,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,weak,5,,,"{'total': 5, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 3, 'max': 5, 'raw_length': 85, 'components': [{'name': 'Length', 'points': 0, 'max': 2, 'detail': '85 chars (short)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'weak', 'hit_count': 1, 'max_hit_score': 3, 'sample_urls': ['https://industry.arcelormittal.com/market-segments/3619/3645'], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Calvert, USA",Calvert,Alabama,USA,31.1565414,-88.0203119,Manufacturing Plant,Integrated steel plant producing flat and long steel products.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,5,,,"{'total': 5, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 3, 'max': 5, 'raw_length': 73, 'components': [{'name': 'Length', 'points': 0, 'max': 2, 'detail': '73 chars (short)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 9, 'max_hit_score': 5, 'sample_urls': ['https://www.fox10tv.com/2025/02/07/arcelormittal-build-new-electrical-steel-manufacturing-facility-calvert/', 'https://northamerica.arcelormittal.com/our-operations/arcelormittal-calvert', 'https://www.linkedin.com/company/amnscalvert', 'https://corporate.arcelormittal.com/media/press-releases/arcelormittal-completes-the-acquisition-of-nippon-steel-corporation-s-interest-in-am-ns-calvert', 'https://www.madeinalabama.com/2025/02/arcelormittal-plans-1-2-billion-alabama-mill-to-produce-electrical-steel/'], 'category': 'industrial'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","East Chicago, USA",East Chicago,Indiana,USA,41.6397857,-87.4548466,R&D Center,Global Research and Development facility conducting research and development for steel products.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,6,,,"{'total': 6, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 4, 'max': 5, 'raw_length': 101, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '101 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 6, 'max_hit_score': 6, 'sample_urls': ['https://www.dnb.com/business-directory/company-profiles.arcelormittal_holdings_llc.0af5f2779265a6d594746f48a35a08e3.html', 'https://www.mapquest.com/us/indiana/arcelormittal-355142365', 'https://www.waze.com/live-map/directions/arcelormittal-indiana-harbor-dock-74-plant-2-east-chicago?to=place.w.178586017.1786056773.6542295', 'https://northamerica.arcelormittal.com/amna-locations', 'https://www.mapquest.com/us/indiana/arcelormittal-442606969'], 'category': 'general'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Schererville, USA",Schererville,Indiana,USA,41.4789246,-87.4547605,Sales Office,Regional headquarters for ArcelorMittal North America.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,5,"Downgraded Corporate HQâ†’Sales Office (regional HQ wording, no global anchor)",,"{'total': 5, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 3, 'max': 5, 'raw_length': 91, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '91 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 0, 'max': 1, 'detail': 'absent'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 7, 'max_hit_score': 5, 'sample_urls': ['https://www.insideindianabusiness.com/articles/arcelormittal-moves-north-american-hq-to-schererville', 'https://indianaeconomicdigest.net/Content/Most-Recent/Steel/Article/ArcelorMittal-moves-North-American-headquarters-to-Schererville/31/110/110004', 'https://www.nwitimes.com/news/local/arcelormittal-moves-north-american-headquarters-to-schererville/article_15aa8ced-efa9-5824-8da3-d7c347e495db.html', 'https://northamerica.arcelormittal.com/privacy-policy', 'https://northamerica.arcelormittal.com/amna-locations'], 'category': 'general'}",2026-04-16
ArcelorMittal,arcelormittal.com,10,"{'total': 10, 'industry_fit': {'dimension': 'Industry Fit', 'score': 4, 'max_score': 4, 'evidence': 'Tier-4 process industry: mining', 'confidence': 'HIGH'}, 'operational_scale': {'dimension': 'Operational Scale', 'score': 3, 'max_score': 3, 'evidence': '125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM.', 'confidence': 'HIGH'}, 'physical_footprint': {'dimension': 'Physical Footprint', 'score': 2, 'max_score': 2, 'evidence': '32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential.', 'confidence': 'HIGH'}, 'equipment_dependency': {'dimension': 'Equipment Dependency', 'score': 1, 'max_score': 1, 'evidence': 'Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor.', 'confidence': 'MED'}, 'score_confidence': 'HIGH', 'plain_english': ""ArcelorMittal scored 10/10 on Tractian's ICP rubric. | Industry Fit 4/4: Tier-4 process industry: mining | Operational Scale 3/3: 125,416 (2024) employees, (2024) revenue — enterprise scale with dedicated maintenance/reliability function and capex for PdM. | Physical Footprint 2/2: 32 industrial facilities discovered (plants/mines/refineries) — deep footprint, large sensor expansion potential. | Equipment Dependency 1/1: Rotating machinery indicators found: turbine. These are exactly what Tractian sensors monitor. | RECOMMENDATION: High-priority target.""}","Detroit, USA",Detroit,Michigan,USA,42.3315509,-83.0466403,Manufacturing Plant,Tailored Blanks facility producing customized steel blanks for automotive applications.,HIGH,False,https://northamerica.arcelormittal.com/amna-locations,WEBSITE,1,strong,6,,,"{'total': 6, 'domain': {'points': 4, 'max': 5, 'label': 'Company-own domain'}, 'quote': {'points': 4, 'max': 5, 'raw_length': 90, 'components': [{'name': 'Length', 'points': 1, 'max': 2, 'detail': '90 chars (medium)'}, {'name': 'Company name in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'City in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Country in quote', 'points': 1, 'max': 1, 'detail': 'present'}, {'name': 'Industrial keywords', 'points': 0, 'max': 2, 'detail': 'none matched'}]}, 'quote_penalty': 2}","{'strength': 'strong', 'hit_count': 10, 'max_hit_score': 5, 'sample_urls': ['https://eu.freep.com/story/money/cars/2016/11/22/steel-supplier-detroit-arcelormittal/94269036/', 'https://www.crainsdetroit.com/article/20180219/news01/653281/arcelormittal-to-mark-grand-opening-of-detroit-facility', 'https://www.metalcenternews.com/editorial/search-back-issues/February2018/arcelormittal-opens-tailored-blank-facility-in-detroit/43159', 'https://automotive.arcelormittal.com/news_and_stories/news/2018TailoredBlanksDetroitRibbonCutting', 'https://www.crainsdetroit.com/article/20161122/news/161129961/arcelormittal-to-open-manufacturing-plant-in-detroit-create-at-least'], 'category': 'industrial'}",2026-04-16
